transaction_id,date,year,month,quarter,client_name,project_name,service_category,project_type,location,amount,cost,profit,profit_margin,status,payment_status,payment_method,duration_days,project_manager,source_note
GTX-2024-0086,2024-09-09,2024,2024-09,Q3,Quezon City Estate Group,Network and Communication Works - Quezon City Estate Group,Auxiliary Works,Network and Communication Works,Muntinlupa City,1100000,845000,255000,0.2318,Completed,Paid,Bank Transfer,112,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0087,2024-09-09,2024,2024-09,Q3,Cavite Landholdings,Sanitary Line Upgrade - Cavite Landholdings,Plumbing and Sanitary Works,Sanitary Line Upgrade,Pampanga,1940000,1450000,490000,0.2526,For Billing,Unpaid,Check Payment,100,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0088,2024-09-13,2024,2024-09,Q3,Davao Retail Center,Facade Improvement - Davao Retail Center,Architectural Works,Facade Improvement,Muntinlupa City,1450000,1060000,390000,0.269,Completed,Paid,Online Transfer,23,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0089,2024-09-16,2024,2024-09,Q3,Rizal Housing Cooperative,Drainage and Road Works - Rizal Housing Cooperative,Civil Works,Drainage and Road Works,Pampanga,4055000,3215000,840000,0.2072,Completed,Paid,Progress Billing,112,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0090,2024-09-16,2024,2024-09,Q3,South Luzon Warehousing,MEPFS Package for Commercial Building - South Luzon Warehousing,MEPFS Works,MEPFS Package for Commercial Building,Cebu City,2860000,2410000,450000,0.1573,Completed,Paid,Progress Billing,74,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0091,2024-09-18,2024,2024-09,Q3,Metro Build Corporation,Building Renovation - Metro Build Corporation,Architectural Works,Building Renovation,Davao City,1815000,1405000,410000,0.2259,Delayed,Unpaid,Progress Billing,380,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0092,2024-09-21,2024,2024-09,Q3,Davao Retail Center,MEPFS Upgrade for Condominium - Davao Retail Center,MEPFS Works,MEPFS Upgrade for Condominium,Davao City,5045000,3930000,1115000,0.221,Completed,Paid,Check Payment,118,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0093,2024-09-22,2024,2024-09,Q3,Laguna Industrial Park,Site Development Works - Laguna Industrial Park,Civil Works,Site Development Works,Ortigas Center,3755000,3010000,745000,0.1984,Completed,Paid,Progress Billing,120,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0094,2024-09-30,2024,2024-09,Q3,BGC Hotel Group,Mechanical Equipment Installation - BGC Hotel Group,Mechanical Works,Mechanical Equipment Installation,Mandaue City,3775000,2745000,1030000,0.2728,Delayed,Partially Paid,Bank Transfer,69,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0095,2024-10-01,2024,2024-10,Q4,Nuvali Property Office,MEPFS Upgrade for Condominium - Nuvali Property Office,MEPFS Works,MEPFS Upgrade for Condominium,Tarlac,4675000,3305000,1370000,0.293,Completed,Paid,Online Transfer,307,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0096,2024-10-02,2024,2024-10,Q4,Cavite Landholdings,Structural Retrofitting - Cavite Landholdings,Structural Works,Structural Retrofitting,Pampanga,3260000,2405000,855000,0.2623,Completed,Partially Paid,Progress Billing,356,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0097,2024-10-03,2024,2024-10,Q4,Cebu Condo Board,Condominium Structural Package - Cebu Condo Board,Structural Works,Condominium Structural Package,Ortigas Center,4195000,3130000,1065000,0.2539,Completed,Partially Paid,Progress Billing,131,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0098,2024-10-10,2024,2024-10,Q4,BGC Hotel Group,Interior Finishing Works - BGC Hotel Group,Architectural Works,Interior Finishing Works,Cebu City,1745000,1235000,510000,0.2923,Completed,Paid,Check Payment,176,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0099,2024-10-13,2024,2024-10,Q4,Tarlac Industrial Estate,MEPFS Package for Commercial Building - Tarlac Industrial Estate,MEPFS Works,MEPFS Package for Commercial Building,Davao City,2605000,1925000,680000,0.261,Completed,Paid,Bank Transfer,148,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0100,2024-10-17,2024,2024-10,Q4,Paranaque Logistics Hub,Generator and Transfer Switch Works - Paranaque Logistics Hub,General Electrical Works,Generator and Transfer Switch Works,BGC Taguig,1995000,1685000,310000,0.1554,Completed,Paid,Online Transfer,179,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0101,2024-10-21,2024,2024-10,Q4,Caloocan Warehouse Group,Commercial Space Renovation - Caloocan Warehouse Group,Renovation and Rehabilitation,Commercial Space Renovation,Las Pinas City,770000,585000,185000,0.2403,For Billing,Unpaid,Online Transfer,330,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0102,2024-10-21,2024,2024-10,Q4,Metro Build Corporation,Fire Line Repair Works - Metro Build Corporation,Fire Protection Works,Fire Line Repair Works,Rizal,1825000,1320000,505000,0.2767,Completed,Paid,Bank Transfer,108,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0103,2024-10-25,2024,2024-10,Q4,South Luzon Warehousing,Ventilation System Works - South Luzon Warehousing,Mechanical Works,Ventilation System Works,Makati City,2250000,1740000,510000,0.2267,For Billing,Unpaid,Progress Billing,164,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0104,2024-10-29,2024,2024-10,Q4,Cebu Realty Ventures,Office Building Rehabilitation - Cebu Realty Ventures,Renovation and Rehabilitation,Office Building Rehabilitation,Tarlac,805000,640000,165000,0.205,Completed,Paid,Cash Deposit,239,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0105,2024-11-04,2024,2024-11,Q4,Makati Business Tower,Plumbing Line Installation - Makati Business Tower,Plumbing and Sanitary Works,Plumbing Line Installation,BGC Taguig,535000,385000,150000,0.2804,For Billing,Unpaid,Check Payment,97,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0106,2024-11-05,2024,2024-11,Q4,South Luzon Warehousing,Pumping System Installation - South Luzon Warehousing,Mechanical Works,Pumping System Installation,Makati City,2735000,1930000,805000,0.2943,Completed,Paid,Progress Billing,397,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0107,2024-11-07,2024,2024-11,Q4,Cavite Landholdings,Building Renovation - Cavite Landholdings,Architectural Works,Building Renovation,Muntinlupa City,2220000,1550000,670000,0.3018,For Billing,Unpaid,Bank Transfer,240,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0108,2024-11-14,2024,2024-11,Q4,BGC Hotel Group,Ceiling and Partition Works - BGC Hotel Group,Architectural Works,Ceiling and Partition Works,Cavite,1720000,1280000,440000,0.2558,Completed,Partially Paid,Check Payment,339,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0109,2024-11-14,2024,2024-11,Q4,Rizal Housing Cooperative,Sprinkler System Installation - Rizal Housing Cooperative,Fire Protection Works,Sprinkler System Installation,Makati City,2260000,1800000,460000,0.2035,Completed,Unpaid,Online Transfer,309,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0110,2024-11-15,2024,2024-11,Q4,Metro Build Corporation,Foundation and Column Works - Metro Build Corporation,Structural Works,Foundation and Column Works,Bulacan,4480000,3755000,725000,0.1618,Completed,Partially Paid,Online Transfer,24,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0111,2024-11-15,2024,2024-11,Q4,Cebu Condo Board,Drainage and Road Works - Cebu Condo Board,Civil Works,Drainage and Road Works,Mandaue City,975000,685000,290000,0.2974,Completed,Paid,Bank Transfer,158,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0112,2024-11-22,2024,2024-11,Q4,Mandaue Commercial Hub,FDAS and Alarm System Works - Mandaue Commercial Hub,Auxiliary Works,FDAS and Alarm System Works,Pampanga,610000,450000,160000,0.2623,Completed,Partially Paid,Check Payment,69,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0113,2024-11-25,2024,2024-11,Q4,Ortigas Property Management,Condominium Structural Package - Ortigas Property Management,Structural Works,Condominium Structural Package,Tarlac,3885000,3240000,645000,0.166,Delayed,Partially Paid,Online Transfer,261,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0114,2024-11-26,2024,2024-11,Q4,Paranaque Logistics Hub,Perimeter Fence Works - Paranaque Logistics Hub,Civil Works,Perimeter Fence Works,Las Pinas City,960000,730000,230000,0.2396,Completed,Unpaid,Bank Transfer,80,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0115,2024-11-27,2024,2024-11,Q4,NCR Office Suites,Generator and Transfer Switch Works - NCR Office Suites,General Electrical Works,Generator and Transfer Switch Works,Laguna,2200000,1785000,415000,0.1886,Completed,Partially Paid,Bank Transfer,338,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0116,2024-11-28,2024,2024-11,Q4,Cavite Landholdings,FDAS and Alarm System Works - Cavite Landholdings,Auxiliary Works,FDAS and Alarm System Works,Laguna,1025000,790000,235000,0.2293,Completed,Paid,Check Payment,293,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0117,2024-11-30,2024,2024-11,Q4,Iloilo Business Park,School Facility Repair - Iloilo Business Park,Renovation and Rehabilitation,School Facility Repair,Ortigas Center,2950000,2090000,860000,0.2915,For Billing,Partially Paid,Cash Deposit,286,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0118,2024-12-07,2024,2024-12,Q4,Muntinlupa Town Center,FDAS and Alarm System Works - Muntinlupa Town Center,Auxiliary Works,FDAS and Alarm System Works,Cavite,1375000,1030000,345000,0.2509,Completed,Paid,Online Transfer,366,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0119,2024-12-08,2024,2024-12,Q4,Northpoint Realty,Facade Improvement - Northpoint Realty,Architectural Works,Facade Improvement,Mandaue City,455000,370000,85000,0.1868,Completed,Paid,Cash Deposit,155,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0120,2024-12-09,2024,2024-12,Q4,Alabang Corporate Center,Network and Communication Works - Alabang Corporate Center,Auxiliary Works,Network and Communication Works,BGC Taguig,900000,640000,260000,0.2889,Completed,Partially Paid,Online Transfer,314,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0121,2024-12-10,2024,2024-12,Q4,South Luzon Warehousing,Fire Protection System Upgrade - South Luzon Warehousing,Fire Protection Works,Fire Protection System Upgrade,Quezon City,3010000,2110000,900000,0.299,Completed,Paid,Cash Deposit,111,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0122,2024-12-14,2024,2024-12,Q4,Cebu Condo Board,Access Control Installation - Cebu Condo Board,Auxiliary Works,Access Control Installation,Quezon City,1755000,1140000,615000,0.3504,Completed,Paid,Check Payment,252,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0123,2024-12-19,2024,2024-12,Q4,Alabang Corporate Center,Foundation and Column Works - Alabang Corporate Center,Structural Works,Foundation and Column Works,Davao City,4065000,2970000,1095000,0.2694,Completed,Paid,Cash Deposit,56,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0124,2024-12-21,2024,2024-12,Q4,Las Pinas Residences,Ceiling and Partition Works - Las Pinas Residences,Architectural Works,Ceiling and Partition Works,Las Pinas City,2480000,2015000,465000,0.1875,Completed,Paid,Bank Transfer,52,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0125,2024-12-23,2024,2024-12,Q4,Makati Business Tower,Sprinkler System Installation - Makati Business Tower,Fire Protection Works,Sprinkler System Installation,BGC Taguig,675000,475000,200000,0.2963,Completed,Partially Paid,Progress Billing,116,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2024-0126,2024-12-25,2024,2024-12,Q4,Laguna Industrial Park,Pumping System Installation - Laguna Industrial Park,Mechanical Works,Pumping System Installation,Cebu City,4375000,3565000,810000,0.1851,Completed,Paid,Cash Deposit,330,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0127,2025-01-02,2025,2025-01,Q1,BGC Hotel Group,MEPFS Package for Commercial Building - BGC Hotel Group,MEPFS Works,MEPFS Package for Commercial Building,Muntinlupa City,4945000,3925000,1020000,0.2063,For Billing,Unpaid,Check Payment,36,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0128,2025-01-04,2025,2025-01,Q1,Iloilo Business Park,Sanitary Line Upgrade - Iloilo Business Park,Plumbing and Sanitary Works,Sanitary Line Upgrade,Ortigas Center,1405000,1010000,395000,0.2811,Delayed,Partially Paid,Progress Billing,155,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0129,2025-01-05,2025,2025-01,Q1,Bulacan Builders Group,Interior Finishing Works - Bulacan Builders Group,Architectural Works,Interior Finishing Works,Tarlac,2715000,2195000,520000,0.1915,Delayed,Unpaid,Check Payment,234,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0130,2025-01-07,2025,2025-01,Q1,Davao Retail Center,Foundation and Column Works - Davao Retail Center,Structural Works,Foundation and Column Works,Iloilo City,3315000,2700000,615000,0.1855,Completed,Paid,Cash Deposit,328,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0131,2025-01-16,2025,2025-01,Q1,Mandaue Commercial Hub,Painting and Finishing Package - Mandaue Commercial Hub,Architectural Works,Painting and Finishing Package,Cebu City,2095000,1780000,315000,0.1504,Completed,Paid,Online Transfer,145,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0132,2025-01-17,2025,2025-01,Q1,Iloilo Business Park,School Facility Repair - Iloilo Business Park,Renovation and Rehabilitation,School Facility Repair,Paranaque City,2865000,2045000,820000,0.2862,For Billing,Unpaid,Check Payment,321,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0133,2025-01-18,2025,2025-01,Q1,Quezon City Estate Group,Structural Retrofitting - Quezon City Estate Group,Structural Works,Structural Retrofitting,Davao City,3380000,2415000,965000,0.2855,For Billing,Unpaid,Bank Transfer,169,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0134,2025-01-22,2025,2025-01,Q1,Cavite Landholdings,Condominium Structural Package - Cavite Landholdings,Structural Works,Condominium Structural Package,Bulacan,5355000,4545000,810000,0.1513,Completed,Paid,Online Transfer,333,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0135,2025-01-23,2025,2025-01,Q1,Greenfield Developers,CCTV and Structured Cabling - Greenfield Developers,Auxiliary Works,CCTV and Structured Cabling,Ortigas Center,1335000,1005000,330000,0.2472,Completed,Paid,Check Payment,349,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0136,2025-01-24,2025,2025-01,Q1,Taguig Condo Association,Water Supply System Works - Taguig Condo Association,Plumbing and Sanitary Works,Water Supply System Works,Mandaue City,1040000,875000,165000,0.1587,Completed,Paid,Online Transfer,330,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0137,2025-01-29,2025,2025-01,Q1,Davao Retail Center,Pumping System Installation - Davao Retail Center,Mechanical Works,Pumping System Installation,Cavite,2010000,1650000,360000,0.1791,Completed,Paid,Online Transfer,46,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0138,2025-02-03,2025,2025-02,Q1,Taguig Condo Association,MEPFS Rough-in Works - Taguig Condo Association,MEPFS Works,MEPFS Rough-in Works,Muntinlupa City,2590000,1975000,615000,0.2375,Completed,Paid,Bank Transfer,287,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0139,2025-02-04,2025,2025-02,Q1,Greenfield Developers,Drainage and Road Works - Greenfield Developers,Civil Works,Drainage and Road Works,Paranaque City,3180000,2290000,890000,0.2799,For Billing,Unpaid,Bank Transfer,167,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0140,2025-02-04,2025,2025-02,Q1,Manila School Foundation,Steel Framing Works - Manila School Foundation,Structural Works,Steel Framing Works,Makati City,2075000,1525000,550000,0.2651,Completed,Paid,Progress Billing,263,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0141,2025-02-06,2025,2025-02,Q1,Northpoint Realty,Mechanical Equipment Installation - Northpoint Realty,Mechanical Works,Mechanical Equipment Installation,Ortigas Center,1735000,1455000,280000,0.1614,Completed,Paid,Cash Deposit,141,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0142,2025-02-15,2025,2025-02,Q1,Rizal Housing Cooperative,FDAS and Alarm System Works - Rizal Housing Cooperative,Auxiliary Works,FDAS and Alarm System Works,Las Pinas City,1085000,735000,350000,0.3226,For Billing,Partially Paid,Check Payment,41,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0143,2025-02-16,2025,2025-02,Q1,Muntinlupa Town Center,Network and Communication Works - Muntinlupa Town Center,Auxiliary Works,Network and Communication Works,Mandaue City,1240000,950000,290000,0.2339,Completed,Paid,Bank Transfer,302,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0144,2025-02-17,2025,2025-02,Q1,Ortigas Property Management,Painting and Finishing Package - Ortigas Property Management,Architectural Works,Painting and Finishing Package,Manila,885000,670000,215000,0.2429,Completed,Paid,Cash Deposit,254,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0145,2025-02-19,2025,2025-02,Q1,Paranaque Logistics Hub,MEPFS Upgrade for Condominium - Paranaque Logistics Hub,MEPFS Works,MEPFS Upgrade for Condominium,Laguna,6725000,5175000,1550000,0.2305,Completed,Paid,Cash Deposit,370,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0146,2025-02-26,2025,2025-02,Q1,Ortigas Property Management,MEPFS Package for Commercial Building - Ortigas Property Management,MEPFS Works,MEPFS Package for Commercial Building,Cebu City,5060000,4085000,975000,0.1927,Completed,Paid,Bank Transfer,272,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0147,2025-03-02,2025,2025-03,Q1,Davao Retail Center,MEPFS Package for Commercial Building - Davao Retail Center,MEPFS Works,MEPFS Package for Commercial Building,Quezon City,3895000,3055000,840000,0.2157,For Billing,Unpaid,Online Transfer,255,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0148,2025-03-09,2025,2025-03,Q1,Paranaque Logistics Hub,Painting and Finishing Package - Paranaque Logistics Hub,Architectural Works,Painting and Finishing Package,Pasay City,465000,390000,75000,0.1613,Completed,Paid,Bank Transfer,310,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0149,2025-03-10,2025,2025-03,Q1,Laguna Industrial Park,Interior Finishing Works - Laguna Industrial Park,Architectural Works,Interior Finishing Works,BGC Taguig,1990000,1485000,505000,0.2538,Completed,Paid,Bank Transfer,194,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0150,2025-03-12,2025,2025-03,Q1,Pasay Commercial Center,Electrical System Upgrade - Pasay Commercial Center,General Electrical Works,Electrical System Upgrade,BGC Taguig,3010000,2115000,895000,0.2973,Completed,Paid,Check Payment,210,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0151,2025-03-13,2025,2025-03,Q1,Iloilo Business Park,Condo Common Area Renovation - Iloilo Business Park,Renovation and Rehabilitation,Condo Common Area Renovation,BGC Taguig,2525000,2050000,475000,0.1881,Completed,Paid,Bank Transfer,86,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0152,2025-03-16,2025,2025-03,Q1,Bulacan Builders Group,Mechanical Equipment Installation - Bulacan Builders Group,Mechanical Works,Mechanical Equipment Installation,Cavite,3390000,2630000,760000,0.2242,Completed,Paid,Cash Deposit,370,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0153,2025-03-17,2025,2025-03,Q1,Nuvali Property Office,Lighting and Wiring Package - Nuvali Property Office,General Electrical Works,Lighting and Wiring Package,Iloilo City,2340000,1755000,585000,0.25,Completed,Paid,Check Payment,142,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0154,2025-03-18,2025,2025-03,Q1,NCR Office Suites,Condo Common Area Renovation - NCR Office Suites,Renovation and Rehabilitation,Condo Common Area Renovation,Bulacan,1120000,810000,310000,0.2768,Completed,Partially Paid,Bank Transfer,395,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0155,2025-03-26,2025,2025-03,Q1,Mandaue Commercial Hub,Structural Retrofitting - Mandaue Commercial Hub,Structural Works,Structural Retrofitting,Rizal,3435000,2455000,980000,0.2853,Completed,Paid,Progress Billing,334,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0156,2025-03-28,2025,2025-03,Q1,Cebu Realty Ventures,MEPFS Upgrade for Condominium - Cebu Realty Ventures,MEPFS Works,MEPFS Upgrade for Condominium,Cebu City,2980000,2125000,855000,0.2869,For Billing,Unpaid,Bank Transfer,113,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0157,2025-03-29,2025,2025-03,Q1,Northpoint Realty,Facade Improvement - Northpoint Realty,Architectural Works,Facade Improvement,Manila,2125000,1450000,675000,0.3176,Completed,Paid,Bank Transfer,56,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0158,2025-03-31,2025,2025-03,Q1,Nuvali Property Office,Panel Board Installation - Nuvali Property Office,General Electrical Works,Panel Board Installation,Paranaque City,1900000,1530000,370000,0.1947,Completed,Paid,Online Transfer,224,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0159,2025-04-04,2025,2025-04,Q2,Metro Build Corporation,Foundation and Column Works - Metro Build Corporation,Structural Works,Foundation and Column Works,Laguna,3980000,2830000,1150000,0.2889,Completed,Paid,Progress Billing,386,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0160,2025-04-08,2025,2025-04,Q2,Mandaue Commercial Hub,FDAS and Alarm System Works - Mandaue Commercial Hub,Auxiliary Works,FDAS and Alarm System Works,Muntinlupa City,1485000,1050000,435000,0.2929,Completed,Paid,Progress Billing,78,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0161,2025-04-11,2025,2025-04,Q2,Taguig Condo Association,Power Distribution Works - Taguig Condo Association,General Electrical Works,Power Distribution Works,Las Pinas City,1975000,1550000,425000,0.2152,For Billing,Partially Paid,Bank Transfer,86,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0162,2025-04-12,2025,2025-04,Q2,Laguna Industrial Park,Integrated Building Services Package - Laguna Industrial Park,MEPFS Works,Integrated Building Services Package,Batangas,4590000,3355000,1235000,0.2691,For Billing,Unpaid,Online Transfer,385,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0163,2025-04-16,2025,2025-04,Q2,Batangas Manufacturing Plant,Office Building Rehabilitation - Batangas Manufacturing Plant,Renovation and Rehabilitation,Office Building Rehabilitation,Muntinlupa City,1100000,830000,270000,0.2455,For Billing,Unpaid,Cash Deposit,55,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0164,2025-04-18,2025,2025-04,Q2,South Luzon Warehousing,Facade Improvement - South Luzon Warehousing,Architectural Works,Facade Improvement,Batangas,690000,490000,200000,0.2899,Completed,Paid,Check Payment,119,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0165,2025-04-18,2025,2025-04,Q2,Iloilo Business Park,Steel Framing Works - Iloilo Business Park,Structural Works,Steel Framing Works,Rizal,3220000,2560000,660000,0.205,Completed,Paid,Check Payment,93,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0166,2025-04-21,2025,2025-04,Q2,Tarlac Industrial Estate,Foundation and Column Works - Tarlac Industrial Estate,Structural Works,Foundation and Column Works,Batangas,1505000,1245000,260000,0.1728,Completed,Paid,Progress Billing,308,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0167,2025-04-29,2025,2025-04,Q2,Pasay Commercial Center,Pumping System Installation - Pasay Commercial Center,Mechanical Works,Pumping System Installation,Laguna,3630000,2575000,1055000,0.2906,Completed,Paid,Online Transfer,56,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0168,2025-04-30,2025,2025-04,Q2,Las Pinas Residences,Panel Board Installation - Las Pinas Residences,General Electrical Works,Panel Board Installation,Batangas,710000,570000,140000,0.1972,Completed,Paid,Online Transfer,106,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0169,2025-05-01,2025,2025-05,Q2,Batangas Manufacturing Plant,Electrical System Upgrade - Batangas Manufacturing Plant,General Electrical Works,Electrical System Upgrade,Pampanga,1580000,1155000,425000,0.269,Completed,Paid,Cash Deposit,286,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0170,2025-05-02,2025,2025-05,Q2,BGC Hotel Group,Facade Improvement - BGC Hotel Group,Architectural Works,Facade Improvement,Cebu City,1995000,1480000,515000,0.2581,Completed,Paid,Check Payment,215,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0171,2025-05-03,2025,2025-05,Q2,Cavite Landholdings,Network and Communication Works - Cavite Landholdings,Auxiliary Works,Network and Communication Works,Las Pinas City,1155000,915000,240000,0.2078,Delayed,Partially Paid,Bank Transfer,131,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
